@@,item,itemlabel,startdate,enddate
->,Q112797922,Hussein Yassin Hamad,2015-06-07->2013-04-01,2018-05
->,Q112797641,Jamal Abdel Hadi,2020-12-27,2021-06-21->2021-06-13
->,Q112765518,Ahmed al-Omda,2021-06-21->2021-06-13,
