item,itemLabel,startDate,endDate,sourceDate,psid
Q112797917,Abd ar-Rahman Abu Madyan,1997-12,2000-01,2022-06-29,Q112797917-A5369FDB-6B58-497A-A287-50126F7BCED2
Q112797920,Al-Hadi Bashra,2000-01,2001-02,2022-06-29,Q112797920-82031ADA-0538-4209-A498-3689C5BB2DB3
Q112797921,Hassan Hamadayn Suleiman,2001-02,2003,2022-06-29,Q112797921-6F1DED42-1AE1-43BC-B614-A1995D2189A6
Q112797918,Abdallah Uthman al-Haj,2003,2004,2022-06-29,Q112797918-6C6ABE45-6E0F-4319-AE86-E0730230CC54
Q112797921,Hassan Hamadayn Suleiman,2004,2005,2022-06-29,Q112797921-96A0418F-F6CF-4B84-A1E8-849BBDD2D94A
Q112797919,Abdel Rahman Mohamed Abu Madien,2005-09,2007-07,2022-06-29,Q112797919-E6A9504C-77BB-44DE-BA78-E6A08C091B0E
Q6743558,Malik Agar,2007-07,2011-09-20,2022-06-29,Q6743558-DEFD1341-1F1B-428C-94F5-1F1B7290EE7D
Q112797924,Yahya Mohamed Khair,2011-09,2013-04,2022-06-29,Q112797924-06798F7B-3A6C-4078-916C-74DB36050922
Q112797922,Hussein Yassin Hamad,2015-06-07,2018-05,2022-06-29,Q112797922-ECD7B7E0-7BE5-4FD8-AC5E-D8E14D1F6E89
Q112797923,Khalid Hussein Mohamed Omer,2018-05-14,2019-02,2022-06-29,Q112797923-0081A16A-B883-44D2-9A80-52A614400BD0
Q112797924,Yahya Mohamed Khair,2019-02-24,2019-04,2022-06-29,Q112797924-779F857C-90FE-45CF-A331-17351B22087D
Q112797818,Ahmed Abdul-Rahim Shukratall,2019-04,2020,2022-06-29,Q112797818-21907738-04B8-44BE-85F7-43EB4CB4A4B5
Q112797711,Abdul Rahman Mohammed Nour al-Daiem,2020-07-27,2020-12-27,2022-06-29,Q112797711-405bec45-4c7d-535a-ac88-8fc6a9e7db09
Q112797641,Jamal Abdel Hadi,2020-12-27,2021-06-21,,Q112797641-e12f9263-433b-5d77-e8e6-a61b6056f8f2
Q112765518,Ahmed al-Omda,2021-06-21,,,Q112765518-6DB481F7-0829-412F-B604-B9AF32DEDA96
