position,title
Q14948193,President
Q63107773,Chairman of the Transitional Military Council
Q7925069,Vice President
Q112315909,Deputy Chairman of the Transitional Military Council
Q112315913,Deputy Chairman of the Sovereignty Council
Q30100623,Prime Minister
Q112325266,Minister of Agriculture
Q112325268,Minister of Animal Health
Q112325270,Minister of Animal Resources
Q112325271,"Minister of Antiquities, Tourism and Wildlife"
Q112325272,Minister of Architectural Development
Q112325273,Minister of Aviation
Q112325274,Minister of Cabinet Affairs
Q112325275,Minister of Communications and Information Technology
Q112325276,Minister of Culture
Q85851442,Minister of Defence
Q112325279,Minister of Education
Q112325280,Minister of Electricity
Q112325281,Minister of Energy and Mining
Q112325282,Minister of Environment
Q112325283,Minister of External Trade
Q112325284,Minister of Federal Government
Q105926147,Minister of Finance and Economy
Q109984815,Minister of Foreign Affairs
Q112325285,Minister of Guidance and Endowment
Q112325286,Minister of Health
Q111192544,Minister of Higher Education
Q112325288,Minister of Human Resources
Q112325289,Minister of Humanitarian Affairs
Q112325290,Minister of Industry
Q112325291,Minister of Information
Q112325292,Minister of Interior
Q112325293,Minister of International Cooperation
Q112325294,Minister of Investment
Q112325296,Minister of Irrigation and Water Resources
Q112325297,Minister of Justice
Q112325298,Minister of Labour
Q112325299,Minister of Manpower
Q112325300,Minister of Minerals
Q112325301,Minister of Mining
Q112325302,Minister of National Education
Q112325303,Minister of Petroleum and Gas
Q112325305,Minister of President and Prime Minister
Q112325306,Minister of Presidential Affairs
Q112325307,Minister of Relations with the Parliament
Q112325308,Minister of Religious Affairs
Q112325309,Minister of Roads
Q111192637,Minister of Science and Technology
Q112325310,Minister of Social Planning
Q112325311,Minister of Social Welfare
Q112325312,Minister of Survey and Urban Development
Q112325314,Minister of Tourism
Q112325315,Minister of Trade
Q112325317,Minister of Transport
Q112325318,Minister of Water Resources
Q112325320,Minister of Welfare
Q112325321,Minister of Works and Administrative Reform
Q112325322,Minister of Youth and Sports
Q112160021,Speaker of the National Assembly
