position,title
Q112729230,President of Southern Sudan
Q112729291,Vice-President of Southern Sudan
Q112677395,Chief Administrator of the Abyei Area
Q112765462,Chair of the Darfur Regional Authority
Q112765421,Governor of Darfur
Q112765514,Governor of Blue Nile
Q112765520,Governor of Central Darfur
Q112765411,Governor of East Darfur
Q112765534,Governor of Gezira
Q112765537,Governor of Kassala
Q112765546,Governor of Khartoum
Q112765549,Governor of North Darfur
Q112765574,Governor of North Kordofan
Q112765587,Governor of Northern State
Q112765640,Governor of Al Qadarif
Q112765652,Governor of Red Sea
Q112765680,Governor of River Nile
Q112765683,Governor of Sennar
Q112765407,Governor of South Darfur
Q112765690,Governor of South Kordofan
Q112765729,Governor of West Darfur
Q112765734,Governor of West Kordofan
Q112765741,Governor of White Nile
Q40338473,ambassador to Canada
Q107428109,ambassador to Iraq
Q30080355,ambassador to the People's Republic of China
Q91937794,ambassador to Ireland
Q107422265,ambassador to Uganda
Q91933838,ambassador to the United Kingdom
Q38251684,ambassador to the United States of America
