id,position,country,jurisdiction,deputy,list,start,end,before,after,enwiki
Q14948193,President of Sudan,Q1049,Q1049,,Q740395,,,,,
Q7925069,Vice President of Sudan,Q1049,,,,,,,,Vice President of Sudan
Q63107773,Chairman of the Transitional Military Council,,Q1049,,,,,,,
Q112315909,Deputy Chairman of the Transitional Military Council,Q1049,Q1049,,,,,,,
Q112675115,Member of the Transitional Military Council of Sudan,Q1049,Q1049,,,,,,,
Q112675151,Chairman of the Sovereignty Council of Sudan,Q1049,Q1049,,,,,,,
Q112315913,Deputy Chairman of the Sovereignty Council,Q1049,Q1049,,,,,,,
Q112675154,Member of the Sovereignty Council of Sudan,Q1049,Q1049,,,,,,,
Q30100623,Prime Minister of Sudan,Q1049,Q1049,,Q741259,,,,,
Q112325266,Minister of Agriculture,Q1049,Q1049,,,,,,,
Q112325268,Minister of Animal Health,Q1049,Q1049,,,,,,,
Q112325270,Minister of Animal Resources,Q1049,Q1049,,,,,,,
Q112325271,"Minister of Antiquities, Tourism and Wildlife",Q1049,Q1049,,,,,,,
Q112325272,Minister of Architectural Development,Q1049,Q1049,,,,,,,
Q112325273,Minister of Aviation,Q1049,Q1049,,,,,,,
Q112325274,Minister of Cabinet Affairs,Q1049,Q1049,,,,,,,
Q112325275,Minister of Communications and Information Technology,Q1049,Q1049,,,,,,,
Q112325276,Minister of Culture,Q1049,Q1049,,,,,,,
Q85851442,Minister of Defence,,,,,,,,,Minister of Defence (Sudan)
Q112325279,Minister of Education,Q1049,Q1049,,,,,,,
Q112325280,Minister of Electricity,Q1049,Q1049,,,,,,,
Q112325281,Minister of Energy and Mining,Q1049,Q1049,,,,,,,
Q112325282,Minister of Environment,Q1049,Q1049,,,,,,,
Q112325283,Minister of External Trade,Q1049,Q1049,,,,,,,
Q112325284,Minister of Federal Government,Q1049,Q1049,,,,,,,
Q105926147,Minister of Finance and Economy,Q1049,Q1049,,,,,,,
Q109984815,Minister of Foreign Affairs,Q1049,Q1049,,,,,,,
Q112325285,Minister of Guidance and Endowment,Q1049,Q1049,,,,,,,
Q112325286,Minister of Health of Sudan,Q1049,Q1049,,,,,,,
Q111192544,Minister of Higher Education and Scientific Research,Q1049,,,,,,,,
Q112325288,Minister of Human Resources,Q1049,Q1049,,,,,,,
Q112325289,Minister of Humanitarian Affairs,Q1049,Q1049,,,,,,,
Q112325290,Minister of Industry,Q1049,Q1049,,,,,,,
Q112325291,Minister of Information,Q1049,Q1049,,,,,,,
Q112325292,Minister of Interior,Q1049,Q1049,,,,,,,
Q112325293,Minister of International Cooperation,Q1049,Q1049,,,,,,,
Q112325294,Minister of Investment,Q1049,Q1049,,,,,,,
Q112325296,Minister of Irrigation and Water Resources,Q1049,Q1049,,,,,,,
Q112325297,Minister of Justice,Q1049,Q1049,,,,,,,
Q112325298,Minister of Labour,Q1049,Q1049,,,,,,,
Q112674296,Minister of Livestock and Fisheries,Q1049,Q1049,,,,,,,
Q112325299,Minister of Manpower,Q1049,Q1049,,,,,,,
Q112325300,Minister of Minerals,Q1049,Q1049,,,,,,,
Q112325301,Minister of Mining,Q1049,Q1049,,,,,,,
Q112325302,Minister of National Education,Q1049,Q1049,,,,,,,
Q112325303,Minister of Petroleum and Gas,Q1049,Q1049,,,,,,,
Q112325306,Minister of Presidential Affairs,Q1049,Q1049,,,,,,,
Q112325307,Minister of Relations with the Parliament,Q1049,Q1049,,,,,,,
Q112325308,Minister of Religious Affairs,Q1049,Q1049,,,,,,,
Q112325309,Minister of Roads,Q1049,Q1049,,,,,,,
Q111192637,Minister of Science and Technology,Q1049,,,,,,,,
Q112325310,Minister of Social Planning,Q1049,Q1049,,,,,,,
Q112325311,Minister of Social Welfare,Q1049,Q1049,,,,,,,
Q112325312,Minister of Survey and Urban Development,Q1049,Q1049,,,,,,,
Q112325314,Minister of Tourism,Q1049,Q1049,,,,,,,
Q112325315,Minister of Trade,Q1049,Q1049,,,,,,,
Q112325317,Minister of Transport,Q1049,Q1049,,,,,,,
Q112325318,Minister of Water Resources,Q1049,Q1049,,,,,,,
Q112325320,Minister of Welfare,Q1049,Q1049,,,,,,,
Q112325321,Minister of Works and Administrative Reform,Q1049,Q1049,,,,,,,
Q112325322,Minister of Youth and Sports,Q1049,Q1049,,,,,,,
Q112674303,Head of the National Intelligence and Security Service,Q1049,Q1049,,,,,,,
Q112160021,Speaker of the National Assembly of Sudan,,,,,,,,,
