wanted,position,positionid,from,start,end
Q112797503,Governor of West Darfur,Q112765729,Q112765982,2021-06-21,
Q57265,Chairman of the Transitional Military Council,Q63107773,Q22949078,2019-04-11,2019-04-12
Q387953,Prime Minister,Q30100623,Q15700032,2017-03-02,2018-09-10
Q4766470,Minister for Co-operatives and Rural Development,Q112789834,Q509205,2010,2011-02-09
