item,itemLabel,startDate,endDate
Q15700032,Bakri Hassan Saleh,2017-03-02,2018-09-10
Q56556415,Motazz Moussa,2018-09-10,2019-02-23
Q48728938,Mohamed Tahir Ayala,2019-02-23,2019-04-11
Q27654948,Abdalla Hamdok,2019-08-21,2021-10-25
Q27654948,Abdalla Hamdok,2021-11-21,2022-01-02
Q110629734,Osman Hussein,2022-01-19,
